"date","location_name","value","location"
"2024-03-09","New Hampshire",0.0212,"33"
"2024-03-09","New Mexico",0.035,"35"
"2024-03-09","New York",0.0215,"36"
"2024-03-09","Utah",0.0102,"49"
"2024-03-09","Arkansas",0.0465,"05"
"2024-03-09","Florida",0.0206,"12"
"2024-03-09","Louisiana",0.0136,"22"
"2024-03-09","North Carolina",0.0246,"37"
"2024-03-09","North Dakota",0.0203,"38"
"2024-03-09","Ohio",0.0486,"39"
"2024-03-09","Pennsylvania",0.0305,"42"
"2024-03-09","South Dakota",0.0504,"46"
"2024-03-09","US",0.0243,"US"
"2024-03-09","Washington",0.0109,"53"
"2024-03-09","California",0.0065,"06"
"2024-03-09","Connecticut",0.0232,"09"
"2024-03-09","Delaware",0.0457,"10"
"2024-03-09","Indiana",0.0424,"18"
"2024-03-09","Iowa",0.0465,"19"
"2024-03-09","Maine",0.0202,"23"
"2024-03-09","Massachusetts",0.025,"25"
"2024-03-09","Nebraska",0.0378,"31"
"2024-03-09","Oklahoma",0.0303,"40"
"2024-03-09","South Carolina",0.013,"45"
"2024-03-09","Vermont",0.0282,"50"
"2024-03-09","Virginia",0.0315,"51"
"2024-03-09","West Virginia",0.0426,"54"
"2024-03-09","District of Columbia",0.0221,"11"
"2024-03-09","Hawaii",0.0127,"15"
"2024-03-09","Kansas",0.0411,"20"
"2024-03-09","Kentucky",0.037,"21"
"2024-03-09","Maryland",0.0292,"24"
"2024-03-09","Michigan",0.0471,"26"
"2024-03-09","Minnesota",0.046,"27"
"2024-03-09","Mississippi",0.0133,"28"
"2024-03-09","Nevada",0.0105,"32"
"2024-03-09","New Jersey",0.0275,"34"
"2024-03-09","Oregon",0.0107,"41"
"2024-03-09","Rhode Island",0.0269,"44"
"2024-03-09","Tennessee",0.0216,"47"
"2024-03-09","Texas",0.0197,"48"
"2024-03-09","Wisconsin",0.0327,"55"
"2024-03-09","Wyoming",0.0201,"56"
"2024-03-02","Alabama",0.0209,"01"
"2024-03-02","Arkansas",0.0554,"05"
"2024-03-02","District of Columbia",0.0239,"11"
"2024-03-02","Florida",0.0226,"12"
"2024-03-02","Iowa",0.0514,"19"
"2024-03-02","Kansas",0.0389,"20"
"2024-03-02","Michigan",0.0513,"26"
"2024-03-02","Nevada",0.0131,"32"
"2024-03-02","New Mexico",0.0372,"35"
"2024-03-02","North Dakota",0.0192,"38"
"2024-03-02","South Dakota",0.042,"46"
"2024-03-02","West Virginia",0.0589,"54"
"2024-03-02","Wisconsin",0.0369,"55"
"2024-03-02","Alaska",0.0186,"02"
"2024-03-02","Hawaii",0.0181,"15"
"2024-03-02","Idaho",0.0186,"16"
"2024-03-02","Kentucky",0.0478,"21"
"2024-03-02","Maine",0.0231,"23"
"2024-03-02","Montana",0.0176,"30"
"2024-03-02","New Jersey",0.0308,"34"
"2024-03-02","New York",0.0249,"36"
"2024-03-02","North Carolina",0.0305,"37"
"2024-03-02","Oklahoma",0.0361,"40"
"2024-03-02","Rhode Island",0.0278,"44"
"2024-03-02","Utah",0.0118,"49"
"2024-03-02","Vermont",0.0399,"50"
"2024-03-02","Wyoming",0.0245,"56"
"2024-03-02","Arizona",0.0129,"04"
"2024-03-02","California",0.0076,"06"
"2024-03-02","Colorado",0.0173,"08"
"2024-03-02","Delaware",0.0482,"10"
"2024-03-02","Illinois",0.0347,"17"
"2024-03-02","Indiana",0.0444,"18"
"2024-03-02","Louisiana",0.0156,"22"
"2024-03-02","Massachusetts",0.0285,"25"
"2024-03-02","Nebraska",0.0417,"31"
"2024-03-02","Ohio",0.06,"39"
"2024-03-02","Oregon",0.0111,"41"
"2024-03-02","Pennsylvania",0.0341,"42"
"2024-03-02","US",0.0279,"US"
"2024-03-02","Connecticut",0.0289,"09"
"2024-03-02","Georgia",0.015,"13"
"2024-03-02","Maryland",0.035,"24"
"2024-03-02","Minnesota",0.0439,"27"
"2024-03-02","Mississippi",0.0163,"28"
"2024-03-02","New Hampshire",0.0208,"33"
"2024-03-02","South Carolina",0.0189,"45"
"2024-03-02","Tennessee",0.0274,"47"
"2024-03-02","Texas",0.0239,"48"
"2024-03-02","Virginia",0.037,"51"
"2024-03-02","Washington",0.0108,"53"
"2024-02-24","Alabama",0.0233,"01"
"2024-02-24","Colorado",0.0212,"08"
"2024-02-24","Florida",0.0225,"12"
"2024-02-24","Idaho",0.0271,"16"
"2024-02-24","Kansas",0.04,"20"
"2024-02-24","Minnesota",0.0459,"27"
"2024-02-24","Montana",0.0274,"30"
"2024-02-24","New Jersey",0.0318,"34"
"2024-02-24","New Mexico",0.0364,"35"
"2024-02-24","Oregon",0.0132,"41"
"2024-02-24","West Virginia",0.0583,"54"
"2024-02-24","Wyoming",0.0317,"56"
"2024-02-24","Arizona",0.0166,"04"
"2024-02-24","California",0.009,"06"
"2024-02-24","Connecticut",0.0245,"09"
"2024-02-24","Illinois",0.0349,"17"
"2024-02-24","Louisiana",0.021,"22"
"2024-02-24","Massachusetts",0.0321,"25"
"2024-02-24","Michigan",0.0521,"26"
"2024-02-24","North Carolina",0.0332,"37"
"2024-02-24","North Dakota",0.0201,"38"
"2024-02-24","Tennessee",0.0299,"47"
"2024-02-24","Virginia",0.0343,"51"
"2024-02-24","Indiana",0.0482,"18"
"2024-02-24","Maine",0.0321,"23"
"2024-02-24","Maryland",0.0307,"24"
"2024-02-24","Mississippi",0.0198,"28"
"2024-02-24","New York",0.0277,"36"
"2024-02-24","Ohio",0.062,"39"
"2024-02-24","Oklahoma",0.0402,"40"
"2024-02-24","Rhode Island",0.0263,"44"
"2024-02-24","South Dakota",0.046,"46"
"2024-02-24","Utah",0.018,"49"
"2024-02-24","Vermont",0.0284,"50"
"2024-02-24","Alaska",0.0174,"02"
"2024-02-24","Arkansas",0.0628,"05"
"2024-02-24","Delaware",0.0454,"10"
"2024-02-24","District of Columbia",0.0249,"11"
"2024-02-24","Georgia",0.0178,"13"
"2024-02-24","Hawaii",0.0205,"15"
"2024-02-24","Iowa",0.0505,"19"
"2024-02-24","Kentucky",0.0515,"21"
"2024-02-24","Nebraska",0.0389,"31"
"2024-02-24","Nevada",0.0162,"32"
"2024-02-24","New Hampshire",0.0186,"33"
"2024-02-24","Pennsylvania",0.0336,"42"
"2024-02-24","South Carolina",0.0195,"45"
"2024-02-24","Texas",0.0323,"48"
"2024-02-24","US",0.0299,"US"
"2024-02-24","Washington",0.0134,"53"
"2024-02-24","Wisconsin",0.0355,"55"
"2024-02-17","California",0.0099,"06"
"2024-02-17","Connecticut",0.0232,"09"
"2024-02-17","Kansas",0.0341,"20"
"2024-02-17","Michigan",0.0444,"26"
"2024-02-17","Nevada",0.0167,"32"
"2024-02-17","New Hampshire",0.0226,"33"
"2024-02-17","New Mexico",0.0423,"35"
"2024-02-17","North Carolina",0.0357,"37"
"2024-02-17","South Carolina",0.0253,"45"
"2024-02-17","US",0.0302,"US"
"2024-02-17","Wisconsin",0.0335,"55"
"2024-02-17","Indiana",0.0483,"18"
"2024-02-17","Kentucky",0.0527,"21"
"2024-02-17","Maine",0.0328,"23"
"2024-02-17","Massachusetts",0.0304,"25"
"2024-02-17","Mississippi",0.0213,"28"
"2024-02-17","Nebraska",0.0286,"31"
"2024-02-17","New Jersey",0.0296,"34"
"2024-02-17","New York",0.0265,"36"
"2024-02-17","North Dakota",0.0189,"38"
"2024-02-17","Oregon",0.013,"41"
"2024-02-17","Rhode Island",0.0245,"44"
"2024-02-17","Washington",0.0127,"53"
"2024-02-17","Wyoming",0.0557,"56"
"2024-02-17","Alaska",0.016,"02"
"2024-02-17","Delaware",0.0407,"10"
"2024-02-17","Florida",0.0254,"12"
"2024-02-17","Hawaii",0.0187,"15"
"2024-02-17","Maryland",0.0275,"24"
"2024-02-17","Minnesota",0.044,"27"
"2024-02-17","Montana",0.0316,"30"
"2024-02-17","South Dakota",0.0409,"46"
"2024-02-17","Tennessee",0.0296,"47"
"2024-02-17","Texas",0.0384,"48"
"2024-02-17","Utah",0.0221,"49"
"2024-02-17","Vermont",0.0304,"50"
"2024-02-17","Virginia",0.0351,"51"
"2024-02-17","Alabama",0.0282,"01"
"2024-02-17","Arizona",0.0161,"04"
"2024-02-17","Arkansas",0.0687,"05"
"2024-02-17","Colorado",0.0222,"08"
"2024-02-17","District of Columbia",0.0211,"11"
"2024-02-17","Georgia",0.0239,"13"
"2024-02-17","Idaho",0.0232,"16"
"2024-02-17","Illinois",0.0291,"17"
"2024-02-17","Iowa",0.0486,"19"
"2024-02-17","Louisiana",0.0226,"22"
"2024-02-17","Ohio",0.059,"39"
"2024-02-17","Oklahoma",0.0449,"40"
"2024-02-17","Pennsylvania",0.0299,"42"
"2024-02-17","West Virginia",0.0609,"54"
"2024-02-10","Illinois",0.0278,"17"
"2024-02-10","Indiana",0.0484,"18"
"2024-02-10","Iowa",0.0417,"19"
"2024-02-10","Kansas",0.0339,"20"
"2024-02-10","Maine",0.0319,"23"
"2024-02-10","Michigan",0.0387,"26"
"2024-02-10","New York",0.0246,"36"
"2024-02-10","North Carolina",0.0382,"37"
"2024-02-10","Oklahoma",0.0507,"40"
"2024-02-10","Washington",0.0142,"53"
"2024-02-10","Colorado",0.0253,"08"
"2024-02-10","Delaware",0.0343,"10"
"2024-02-10","District of Columbia",0.0159,"11"
"2024-02-10","Florida",0.0304,"12"
"2024-02-10","Georgia",0.0285,"13"
"2024-02-10","Kentucky",0.0531,"21"
"2024-02-10","Mississippi",0.0246,"28"
"2024-02-10","Montana",0.0375,"30"
"2024-02-10","Nebraska",0.0305,"31"
"2024-02-10","Oregon",0.0118,"41"
"2024-02-10","South Dakota",0.033,"46"
"2024-02-10","US",0.0319,"US"
"2024-02-10","Utah",0.0216,"49"
"2024-02-10","Vermont",0.0219,"50"
"2024-02-10","Alaska",0.0147,"02"
"2024-02-10","Arkansas",0.0712,"05"
"2024-02-10","California",0.0106,"06"
"2024-02-10","Connecticut",0.0234,"09"
"2024-02-10","Hawaii",0.0206,"15"
"2024-02-10","Louisiana",0.0269,"22"
"2024-02-10","Maryland",0.024,"24"
"2024-02-10","Massachusetts",0.0306,"25"
"2024-02-10","Nevada",0.0163,"32"
"2024-02-10","New Hampshire",0.0197,"33"
"2024-02-10","New Mexico",0.0443,"35"
"2024-02-10","Pennsylvania",0.0289,"42"
"2024-02-10","Wisconsin",0.0322,"55"
"2024-02-10","Alabama",0.0328,"01"
"2024-02-10","Arizona",0.0181,"04"
"2024-02-10","Idaho",0.0205,"16"
"2024-02-10","Minnesota",0.0433,"27"
"2024-02-10","New Jersey",0.0277,"34"
"2024-02-10","North Dakota",0.0255,"38"
"2024-02-10","Ohio",0.0542,"39"
"2024-02-10","Rhode Island",0.0263,"44"
"2024-02-10","South Carolina",0.0269,"45"
"2024-02-10","Tennessee",0.0289,"47"
"2024-02-10","Texas",0.053,"48"
"2024-02-10","Virginia",0.0315,"51"
"2024-02-10","West Virginia",0.0492,"54"
"2024-02-10","Wyoming",0.0545,"56"
"2024-02-03","Alabama",0.0332,"01"
"2024-02-03","Arizona",0.0232,"04"
"2024-02-03","Delaware",0.0273,"10"
"2024-02-03","District of Columbia",0.0148,"11"
"2024-02-03","Idaho",0.0237,"16"
"2024-02-03","Illinois",0.0258,"17"
"2024-02-03","Kentucky",0.0462,"21"
"2024-02-03","Maryland",0.0204,"24"
"2024-02-03","Massachusetts",0.0278,"25"
"2024-02-03","Mississippi",0.0264,"28"
"2024-02-03","New Hampshire",0.0256,"33"
"2024-02-03","Oregon",0.0114,"41"
"2024-02-03","South Carolina",0.0317,"45"
"2024-02-03","South Dakota",0.0273,"46"
"2024-02-03","Vermont",0.02,"50"
"2024-02-03","Arkansas",0.0682,"05"
"2024-02-03","Hawaii",0.0197,"15"
"2024-02-03","Louisiana",0.0309,"22"
"2024-02-03","Michigan",0.0308,"26"
"2024-02-03","Minnesota",0.0413,"27"
"2024-02-03","New York",0.0245,"36"
"2024-02-03","Rhode Island",0.0233,"44"
"2024-02-03","Texas",0.0669,"48"
"2024-02-03","US",0.0323,"US"
"2024-02-03","Utah",0.0262,"49"
"2024-02-03","Washington",0.0161,"53"
"2024-02-03","West Virginia",0.0399,"54"
"2024-02-03","Wisconsin",0.0303,"55"
"2024-02-03","Alaska",0.0166,"02"
"2024-02-03","Iowa",0.0376,"19"
"2024-02-03","Kansas",0.0308,"20"
"2024-02-03","Nevada",0.0174,"32"
"2024-02-03","New Jersey",0.0267,"34"
"2024-02-03","Oklahoma",0.0557,"40"
"2024-02-03","Pennsylvania",0.0238,"42"
"2024-02-03","Tennessee",0.0255,"47"
"2024-02-03","Wyoming",0.0572,"56"
"2024-02-03","California",0.0131,"06"
"2024-02-03","Colorado",0.0277,"08"
"2024-02-03","Connecticut",0.0216,"09"
"2024-02-03","Florida",0.0308,"12"
"2024-02-03","Georgia",0.0322,"13"
"2024-02-03","Indiana",0.046,"18"
"2024-02-03","Maine",0.026,"23"
"2024-02-03","Montana",0.0439,"30"
"2024-02-03","Nebraska",0.0239,"31"
"2024-02-03","New Mexico",0.0472,"35"
"2024-02-03","North Carolina",0.0413,"37"
"2024-02-03","North Dakota",0.0336,"38"
"2024-02-03","Ohio",0.0447,"39"
"2024-02-03","Virginia",0.0284,"51"
"2024-01-27","Alabama",0.0408,"01"
"2024-01-27","Arizona",0.0321,"04"
"2024-01-27","Arkansas",0.0688,"05"
"2024-01-27","Colorado",0.0297,"08"
"2024-01-27","Delaware",0.0261,"10"
"2024-01-27","Kentucky",0.0483,"21"
"2024-01-27","Nevada",0.0221,"32"
"2024-01-27","Oregon",0.0134,"41"
"2024-01-27","South Carolina",0.0386,"45"
"2024-01-27","Utah",0.0321,"49"
"2024-01-27","Wisconsin",0.028,"55"
"2024-01-27","Alaska",0.0201,"02"
"2024-01-27","Connecticut",0.0229,"09"
"2024-01-27","Florida",0.0333,"12"
"2024-01-27","Iowa",0.0325,"19"
"2024-01-27","Maine",0.0227,"23"
"2024-01-27","Mississippi",0.0353,"28"
"2024-01-27","New Hampshire",0.0235,"33"
"2024-01-27","North Carolina",0.0481,"37"
"2024-01-27","Oklahoma",0.0466,"40"
"2024-01-27","Pennsylvania",0.0241,"42"
"2024-01-27","Rhode Island",0.0243,"44"
"2024-01-27","South Dakota",0.0265,"46"
"2024-01-27","Tennessee",0.0324,"47"
"2024-01-27","Virginia",0.0324,"51"
"2024-01-27","California",0.0154,"06"
"2024-01-27","District of Columbia",0.0164,"11"
"2024-01-27","Georgia",0.037,"13"
"2024-01-27","Illinois",0.0238,"17"
"2024-01-27","Indiana",0.0442,"18"
"2024-01-27","Louisiana",0.0337,"22"
"2024-01-27","Nebraska",0.0163,"31"
"2024-01-27","North Dakota",0.0269,"38"
"2024-01-27","Ohio",0.0389,"39"
"2024-01-27","US",0.0334,"US"
"2024-01-27","West Virginia",0.0414,"54"
"2024-01-27","Hawaii",0.0189,"15"
"2024-01-27","Idaho",0.0197,"16"
"2024-01-27","Kansas",0.0236,"20"
"2024-01-27","Maryland",0.0216,"24"
"2024-01-27","Massachusetts",0.0273,"25"
"2024-01-27","Michigan",0.026,"26"
"2024-01-27","Minnesota",0.0373,"27"
"2024-01-27","Montana",0.0485,"30"
"2024-01-27","New Jersey",0.028,"34"
"2024-01-27","New Mexico",0.0452,"35"
"2024-01-27","New York",0.0263,"36"
"2024-01-27","Texas",0.0658,"48"
"2024-01-27","Vermont",0.0218,"50"
"2024-01-27","Washington",0.019,"53"
"2024-01-27","Wyoming",0.0447,"56"
"2024-01-20","Colorado",0.0309,"08"
"2024-01-20","Delaware",0.0303,"10"
"2024-01-20","District of Columbia",0.0244,"11"
"2024-01-20","Hawaii",0.0269,"15"
"2024-01-20","Idaho",0.0218,"16"
"2024-01-20","Kansas",0.0204,"20"
"2024-01-20","Louisiana",0.0385,"22"
"2024-01-20","Mississippi",0.0514,"28"
"2024-01-20","Nevada",0.0241,"32"
"2024-01-20","New York",0.0259,"36"
"2024-01-20","North Dakota",0.03,"38"
"2024-01-20","Ohio",0.0338,"39"
"2024-01-20","South Carolina",0.0376,"45"
"2024-01-20","South Dakota",0.0177,"46"
"2024-01-20","Virginia",0.0323,"51"
"2024-01-20","Wisconsin",0.0254,"55"
"2024-01-20","Wyoming",0.0449,"56"
"2024-01-20","California",0.0205,"06"
"2024-01-20","Florida",0.0341,"12"
"2024-01-20","Massachusetts",0.0243,"25"
"2024-01-20","Minnesota",0.035,"27"
"2024-01-20","Nebraska",0.0134,"31"
"2024-01-20","North Carolina",0.0479,"37"
"2024-01-20","Oregon",0.014,"41"
"2024-01-20","Texas",0.0522,"48"
"2024-01-20","Vermont",0.0242,"50"
"2024-01-20","West Virginia",0.0464,"54"
"2024-01-20","Alabama",0.051,"01"
"2024-01-20","Alaska",0.0153,"02"
"2024-01-20","Arizona",0.0348,"04"
"2024-01-20","Georgia",0.0364,"13"
"2024-01-20","Kentucky",0.0489,"21"
"2024-01-20","Maine",0.0233,"23"
"2024-01-20","Maryland",0.0271,"24"
"2024-01-20","Michigan",0.0224,"26"
"2024-01-20","New Hampshire",0.0242,"33"
"2024-01-20","New Mexico",0.0426,"35"
"2024-01-20","Oklahoma",0.0409,"40"
"2024-01-20","Pennsylvania",0.0249,"42"
"2024-01-20","Rhode Island",0.0239,"44"
"2024-01-20","Tennessee",0.0509,"47"
"2024-01-20","US",0.0327,"US"
"2024-01-20","Washington",0.018,"53"
"2024-01-20","Arkansas",0.0625,"05"
"2024-01-20","Connecticut",0.0213,"09"
"2024-01-20","Illinois",0.0245,"17"
"2024-01-20","Indiana",0.0393,"18"
"2024-01-20","Iowa",0.0287,"19"
"2024-01-20","Montana",0.0514,"30"
"2024-01-20","New Jersey",0.0299,"34"
"2024-01-20","Utah",0.0385,"49"
"2024-01-13","Arizona",0.0369,"04"
"2024-01-13","Connecticut",0.0226,"09"
"2024-01-13","Delaware",0.034,"10"
"2024-01-13","Hawaii",0.026,"15"
"2024-01-13","Illinois",0.0283,"17"
"2024-01-13","Kansas",0.0219,"20"
"2024-01-13","Maryland",0.0306,"24"
"2024-01-13","Michigan",0.0227,"26"
"2024-01-13","Minnesota",0.0337,"27"
"2024-01-13","Nebraska",0.0155,"31"
"2024-01-13","Oklahoma",0.0297,"40"
"2024-01-13","Texas",0.0446,"48"
"2024-01-13","Vermont",0.0277,"50"
"2024-01-13","Alaska",0.0114,"02"
"2024-01-13","Florida",0.0369,"12"
"2024-01-13","Georgia",0.0387,"13"
"2024-01-13","Montana",0.0706,"30"
"2024-01-13","New Mexico",0.0474,"35"
"2024-01-13","New York",0.0281,"36"
"2024-01-13","North Carolina",0.0607,"37"
"2024-01-13","Ohio",0.0304,"39"
"2024-01-13","Rhode Island",0.0267,"44"
"2024-01-13","Tennessee",0.0577,"47"
"2024-01-13","US",0.0348,"US"
"2024-01-13","Wisconsin",0.0316,"55"
"2024-01-13","Alabama",0.0549,"01"
"2024-01-13","Arkansas",0.0507,"05"
"2024-01-13","Colorado",0.0332,"08"
"2024-01-13","District of Columbia",0.0287,"11"
"2024-01-13","Louisiana",0.0487,"22"
"2024-01-13","Mississippi",0.0578,"28"
"2024-01-13","New Jersey",0.0354,"34"
"2024-01-13","North Dakota",0.027,"38"
"2024-01-13","Oregon",0.0178,"41"
"2024-01-13","Pennsylvania",0.0271,"42"
"2024-01-13","South Carolina",0.0447,"45"
"2024-01-13","Utah",0.0452,"49"
"2024-01-13","Wyoming",0.0454,"56"
"2024-01-13","California",0.0205,"06"
"2024-01-13","Idaho",0.0249,"16"
"2024-01-13","Indiana",0.0363,"18"
"2024-01-13","Iowa",0.0339,"19"
"2024-01-13","Kentucky",0.0432,"21"
"2024-01-13","Maine",0.0236,"23"
"2024-01-13","Massachusetts",0.03,"25"
"2024-01-13","Nevada",0.0297,"32"
"2024-01-13","New Hampshire",0.0258,"33"
"2024-01-13","South Dakota",0.0222,"46"
"2024-01-13","Virginia",0.0379,"51"
"2024-01-13","Washington",0.0186,"53"
"2024-01-13","West Virginia",0.0419,"54"
"2024-01-06","Alabama",0.0714,"01"
"2024-01-06","Arizona",0.0484,"04"
"2024-01-06","Delaware",0.0415,"10"
"2024-01-06","District of Columbia",0.0343,"11"
"2024-01-06","Indiana",0.0426,"18"
"2024-01-06","Louisiana",0.0689,"22"
"2024-01-06","Maryland",0.038,"24"
"2024-01-06","Minnesota",0.0323,"27"
"2024-01-06","Mississippi",0.0723,"28"
"2024-01-06","Montana",0.0836,"30"
"2024-01-06","Nebraska",0.0159,"31"
"2024-01-06","North Carolina",0.088,"37"
"2024-01-06","Ohio",0.0301,"39"
"2024-01-06","Oklahoma",0.0252,"40"
"2024-01-06","Pennsylvania",0.0348,"42"
"2024-01-06","Tennessee",0.0661,"47"
"2024-01-06","Utah",0.0601,"49"
"2024-01-06","West Virginia",0.0376,"54"
"2024-01-06","Arkansas",0.0485,"05"
"2024-01-06","Colorado",0.042,"08"
"2024-01-06","Florida",0.0483,"12"
"2024-01-06","Hawaii",0.042,"15"
"2024-01-06","Idaho",0.0346,"16"
"2024-01-06","Illinois",0.0353,"17"
"2024-01-06","Iowa",0.0308,"19"
"2024-01-06","Kansas",0.0241,"20"
"2024-01-06","Kentucky",0.0454,"21"
"2024-01-06","North Dakota",0.0316,"38"
"2024-01-06","Texas",0.0547,"48"
"2024-01-06","Connecticut",0.0245,"09"
"2024-01-06","Maine",0.0228,"23"
"2024-01-06","Michigan",0.0254,"26"
"2024-01-06","Nevada",0.0352,"32"
"2024-01-06","New Jersey",0.0406,"34"
"2024-01-06","Oregon",0.0204,"41"
"2024-01-06","Rhode Island",0.0292,"44"
"2024-01-06","South Carolina",0.0679,"45"
"2024-01-06","US",0.0426,"US"
"2024-01-06","Virginia",0.0467,"51"
"2024-01-06","Wyoming",0.0532,"56"
"2024-01-06","Alaska",0.0089,"02"
"2024-01-06","California",0.0286,"06"
"2024-01-06","Georgia",0.047,"13"
"2024-01-06","Massachusetts",0.0335,"25"
"2024-01-06","New Hampshire",0.024,"33"
"2024-01-06","New Mexico",0.0647,"35"
"2024-01-06","New York",0.0319,"36"
"2024-01-06","South Dakota",0.0237,"46"
"2024-01-06","Vermont",0.0211,"50"
"2024-01-06","Washington",0.0251,"53"
"2024-01-06","Wisconsin",0.0317,"55"
"2023-12-30","Alabama",0.1056,"01"
"2023-12-30","Alaska",0.0063,"02"
"2023-12-30","Arkansas",0.0543,"05"
"2023-12-30","Colorado",0.0503,"08"
"2023-12-30","Kentucky",0.0569,"21"
"2023-12-30","Maryland",0.0631,"24"
"2023-12-30","Minnesota",0.0391,"27"
"2023-12-30","Montana",0.0996,"30"
"2023-12-30","New Mexico",0.0828,"35"
"2023-12-30","North Carolina",0.1402,"37"
"2023-12-30","Oklahoma",0.0238,"40"
"2023-12-30","South Carolina",0.1152,"45"
"2023-12-30","Virginia",0.0746,"51"
"2023-12-30","Arizona",0.0689,"04"
"2023-12-30","California",0.0396,"06"
"2023-12-30","Connecticut",0.0351,"09"
"2023-12-30","Florida",0.0583,"12"
"2023-12-30","Georgia",0.0767,"13"
"2023-12-30","Idaho",0.049,"16"
"2023-12-30","Kansas",0.0219,"20"
"2023-12-30","Maine",0.0278,"23"
"2023-12-30","Michigan",0.0353,"26"
"2023-12-30","Mississippi",0.1015,"28"
"2023-12-30","Nevada",0.0432,"32"
"2023-12-30","New York",0.0455,"36"
"2023-12-30","North Dakota",0.0402,"38"
"2023-12-30","Pennsylvania",0.0514,"42"
"2023-12-30","Rhode Island",0.039,"44"
"2023-12-30","South Dakota",0.0301,"46"
"2023-12-30","US",0.0585,"US"
"2023-12-30","Delaware",0.0578,"10"
"2023-12-30","District of Columbia",0.0488,"11"
"2023-12-30","Indiana",0.0537,"18"
"2023-12-30","Louisiana",0.0955,"22"
"2023-12-30","Nebraska",0.0192,"31"
"2023-12-30","New Hampshire",0.0355,"33"
"2023-12-30","Ohio",0.0404,"39"
"2023-12-30","Oregon",0.0244,"41"
"2023-12-30","Tennessee",0.0895,"47"
"2023-12-30","Texas",0.063,"48"
"2023-12-30","West Virginia",0.0545,"54"
"2023-12-30","Wisconsin",0.0402,"55"
"2023-12-30","Wyoming",0.0604,"56"
"2023-12-30","Hawaii",0.0459,"15"
"2023-12-30","Illinois",0.0499,"17"
"2023-12-30","Iowa",0.0366,"19"
"2023-12-30","Massachusetts",0.0441,"25"
"2023-12-30","New Jersey",0.0593,"34"
"2023-12-30","Utah",0.0747,"49"
"2023-12-30","Vermont",0.025,"50"
"2023-12-30","Washington",0.0302,"53"
"2023-12-23","Arkansas",0.0388,"05"
"2023-12-23","Connecticut",0.0253,"09"
"2023-12-23","Louisiana",0.1014,"22"
"2023-12-23","Minnesota",0.0298,"27"
"2023-12-23","Mississippi",0.0976,"28"
"2023-12-23","New Jersey",0.046,"34"
"2023-12-23","Ohio",0.0277,"39"
"2023-12-23","Oklahoma",0.0175,"40"
"2023-12-23","West Virginia",0.0324,"54"
"2023-12-23","Alabama",0.1096,"01"
"2023-12-23","California",0.0413,"06"
"2023-12-23","District of Columbia",0.0444,"11"
"2023-12-23","Idaho",0.0336,"16"
"2023-12-23","Maine",0.0188,"23"
"2023-12-23","Nevada",0.0451,"32"
"2023-12-23","Texas",0.0676,"48"
"2023-12-23","Virginia",0.0642,"51"
"2023-12-23","Wisconsin",0.0319,"55"
"2023-12-23","Wyoming",0.0473,"56"
"2023-12-23","Alaska",0.0071,"02"
"2023-12-23","Colorado",0.0459,"08"
"2023-12-23","Florida",0.0549,"12"
"2023-12-23","Hawaii",0.0417,"15"
"2023-12-23","Illinois",0.0402,"17"
"2023-12-23","Iowa",0.0328,"19"
"2023-12-23","Massachusetts",0.0326,"25"
"2023-12-23","Michigan",0.023,"26"
"2023-12-23","Nebraska",0.0123,"31"
"2023-12-23","North Carolina",0.1305,"37"
"2023-12-23","North Dakota",0.0335,"38"
"2023-12-23","Pennsylvania",0.0383,"42"
"2023-12-23","South Carolina",0.1211,"45"
"2023-12-23","South Dakota",0.0237,"46"
"2023-12-23","US",0.0524,"US"
"2023-12-23","Utah",0.0553,"49"
"2023-12-23","Arizona",0.0734,"04"
"2023-12-23","Delaware",0.0344,"10"
"2023-12-23","Georgia",0.0758,"13"
"2023-12-23","Indiana",0.0434,"18"
"2023-12-23","Kansas",0.0219,"20"
"2023-12-23","Kentucky",0.0377,"21"
"2023-12-23","Maryland",0.0508,"24"
"2023-12-23","Montana",0.0581,"30"
"2023-12-23","New Hampshire",0.0284,"33"
"2023-12-23","New Mexico",0.08,"35"
"2023-12-23","New York",0.036,"36"
"2023-12-23","Oregon",0.0193,"41"
"2023-12-23","Rhode Island",0.0269,"44"
"2023-12-23","Tennessee",0.0712,"47"
"2023-12-23","Vermont",0.022,"50"
"2023-12-23","Washington",0.0294,"53"
"2023-12-16","Alaska",0.0076,"02"
"2023-12-16","Delaware",0.0253,"10"
"2023-12-16","Idaho",0.018,"16"
"2023-12-16","Indiana",0.0253,"18"
"2023-12-16","Louisiana",0.079,"22"
"2023-12-16","Massachusetts",0.0217,"25"
"2023-12-16","New Hampshire",0.0172,"33"
"2023-12-16","New Mexico",0.0547,"35"
"2023-12-16","Oregon",0.0106,"41"
"2023-12-16","Texas",0.0503,"48"
"2023-12-16","Utah",0.0354,"49"
"2023-12-16","Virginia",0.0409,"51"
"2023-12-16","Wyoming",0.0346,"56"
"2023-12-16","Colorado",0.038,"08"
"2023-12-16","Connecticut",0.0172,"09"
"2023-12-16","Hawaii",0.0407,"15"
"2023-12-16","Iowa",0.0226,"19"
"2023-12-16","Kansas",0.0141,"20"
"2023-12-16","Minnesota",0.0221,"27"
"2023-12-16","New York",0.0259,"36"
"2023-12-16","Rhode Island",0.0183,"44"
"2023-12-16","Washington",0.0221,"53"
"2023-12-16","Wisconsin",0.0215,"55"
"2023-12-16","California",0.0281,"06"
