"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"19",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"20",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",0,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",1,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",2,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"21",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"22",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"23",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"24",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"25",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",1,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",2,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"26",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"27",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"28",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",2,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"29",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",2,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",3,"pmf","large_decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"30",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"31",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"32",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"33",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",3,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"34",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",0,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",1,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",2,"pmf","decrease",1
2025-05-24,"wk flu hosp rate change",2025-04-12,"35",2,"pmf","increase",0
