"target","location","horizon","target_end_date","output_type_id","oracle_value","as_of"
"wk flu hosp rate change","34",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","34",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","34",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","34",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","34",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","34",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","34",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","34",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","34",3,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","34",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","34",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","34",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","34",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","35",0,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","35",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","35",0,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","35",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","35",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","35",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","35",1,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","35",1,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","35",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","35",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","35",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","35",2,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","35",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","35",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","35",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","35",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","35",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","35",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","35",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","35",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","36",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","36",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","36",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","36",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","36",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","36",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","36",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","36",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","36",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","36",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","36",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","36",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","36",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","36",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","36",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","36",3,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","36",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","36",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","36",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","36",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","37",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","37",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","37",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","37",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","37",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","37",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","37",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","37",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","37",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","37",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","37",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","37",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","37",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","37",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","37",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","37",3,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","37",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","37",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","37",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","37",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","38",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","38",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","38",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","38",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","38",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","38",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","38",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","38",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","38",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","38",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","38",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","38",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","38",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","38",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","38",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","38",3,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","38",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","38",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","38",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","38",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","39",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","39",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","39",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","39",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","39",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","39",1,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","39",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","39",1,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","39",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","39",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","39",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","39",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","39",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","39",2,2025-02-22,"large_increase",1,2025-04-05
"wk flu hosp rate change","39",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","39",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","39",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","39",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","39",3,2025-02-22,"large_increase",1,2025-04-05
"wk flu hosp rate change","39",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","40",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","40",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","40",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","40",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","40",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","40",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","40",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","40",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","40",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","40",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","40",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","40",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","40",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","40",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","40",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","40",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","40",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","40",3,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","40",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","40",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","41",0,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","41",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","41",0,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","41",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","41",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","41",1,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","41",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","41",1,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","41",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","41",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","41",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","41",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","41",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","41",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","41",2,2025-02-22,"stable",1,2025-04-05
"wk flu hosp rate change","41",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","41",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","41",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","41",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","41",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","42",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","42",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","42",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","42",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","42",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","42",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","42",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","42",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","42",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","42",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","42",2,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","42",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","42",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","42",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","42",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","42",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","42",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","42",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","42",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","42",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","44",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","44",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","44",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","44",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","44",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","44",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","44",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","44",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","44",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","44",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","44",2,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","44",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","44",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","44",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","44",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","44",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","44",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","44",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","44",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","44",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","45",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","45",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","45",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","45",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","45",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","45",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","45",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","45",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","45",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","45",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","45",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","45",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","45",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","45",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","45",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","45",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","45",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","45",3,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","45",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","45",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","46",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","46",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","46",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","46",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","46",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","46",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","46",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","46",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","46",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","46",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","46",2,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","46",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","46",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","46",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","46",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","46",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","46",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","46",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","46",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","46",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","47",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","47",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","47",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","47",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","47",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","47",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","47",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","47",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","47",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","47",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","47",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","47",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","47",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","47",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","47",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","47",3,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","47",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","47",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","47",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","47",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","48",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","48",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","48",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","48",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","48",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","48",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","48",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","48",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","48",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","48",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","48",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","48",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","48",2,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","48",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","48",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","48",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","48",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","48",3,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","48",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","48",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","49",0,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","49",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","49",0,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","49",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","49",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","49",1,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","49",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","49",1,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","49",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","49",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","49",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","49",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","49",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","49",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","49",2,2025-02-22,"stable",1,2025-04-05
"wk flu hosp rate change","49",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","49",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","49",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","49",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","49",3,2025-02-22,"stable",1,2025-04-05
"wk flu hosp rate change","50",0,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","50",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","50",0,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","50",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","50",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","50",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","50",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","50",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","50",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","50",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","50",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","50",2,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","50",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","50",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","50",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","50",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","50",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","50",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","50",3,2025-02-22,"large_increase",1,2025-04-05
"wk flu hosp rate change","50",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","51",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","51",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","51",0,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","51",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","51",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","51",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","51",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","51",1,2025-02-22,"large_decrease",1,2025-04-05
"wk flu hosp rate change","51",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","51",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","51",2,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","51",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","51",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","51",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","51",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","51",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","51",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","51",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","51",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","51",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","53",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","53",0,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","53",0,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","53",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","53",0,2025-02-22,"stable",1,2025-04-05
"wk flu hosp rate change","53",1,2025-02-22,"decrease",1,2025-04-05
"wk flu hosp rate change","53",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","53",1,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","53",1,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","53",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","53",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","53",2,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","53",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","53",2,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","53",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","53",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","53",3,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","53",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","53",3,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","53",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","54",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","54",0,2025-02-22,"increase",1,2025-04-05
"wk flu hosp rate change","54",0,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","54",0,2025-02-22,"large_increase",0,2025-04-05
"wk flu hosp rate change","54",0,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","54",1,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","54",1,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","54",1,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","54",1,2025-02-22,"large_increase",1,2025-04-05
"wk flu hosp rate change","54",1,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","54",2,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","54",2,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","54",2,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","54",2,2025-02-22,"large_increase",1,2025-04-05
"wk flu hosp rate change","54",2,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","54",3,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","54",3,2025-02-22,"increase",0,2025-04-05
"wk flu hosp rate change","54",3,2025-02-22,"large_decrease",0,2025-04-05
"wk flu hosp rate change","54",3,2025-02-22,"large_increase",1,2025-04-05
"wk flu hosp rate change","54",3,2025-02-22,"stable",0,2025-04-05
"wk flu hosp rate change","55",0,2025-02-22,"decrease",0,2025-04-05
"wk flu hosp rate change","55",0,2025-02-22,"increase",0,2025-04-05
