"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","location_name","model_id"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.15",0,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.2",0,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.25",0,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.3",1,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.35",2,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.4",2,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.45",2,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.5",3,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.55",4,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.6",4,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.65",5,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.7",6,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.75",7,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.8",8,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.85",9,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.9",11,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.95",15,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.975",18,"Nebraska","Ensemble"
2025-11-22,"31",1,"wk inc flu hosp",2025-11-29,"quantile","0.99",21,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.01",0,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.025",0,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.05",0,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.1",0,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.15",1,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.2",1,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.25",2,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.3",2,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.35",3,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.4",3,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.45",4,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.5",5,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.55",5,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.6",6,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.65",8,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.7",9,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.75",11,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.8",12,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.85",14,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.9",18,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.95",22,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.975",26,"Nebraska","Ensemble"
2025-11-22,"31",2,"wk inc flu hosp",2025-12-06,"quantile","0.99",37,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.01",0,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.025",0,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.05",0,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.1",1,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.15",3,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.2",4,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.25",4,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.3",4,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.35",6,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.4",6,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.45",8,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.5",9,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.55",10,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.6",12,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.65",14,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.7",16,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.75",17,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.8",19,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.85",22,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.9",28,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.95",36,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.975",48,"Nebraska","Ensemble"
2025-11-22,"31",3,"wk inc flu hosp",2025-12-13,"quantile","0.99",65,"Nebraska","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.01",7,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.025",8,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.05",10,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.1",12,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.15",13,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.2",14,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.25",15,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.3",17,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.35",18,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.4",19,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.45",20,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.5",22,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.55",23,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.6",24,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.65",25,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.7",27,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.75",28,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.8",28,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.85",30,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.9",33,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.95",39,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.975",43,"Nevada","Ensemble"
2025-11-22,"32",0,"wk inc flu hosp",2025-11-22,"quantile","0.99",50,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.01",8,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.025",9,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.05",11,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.1",14,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.15",16,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.2",19,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.25",20,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.3",22,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.35",24,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.4",25,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.45",27,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.5",30,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.55",32,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.6",34,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.65",35,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.7",38,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.75",40,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.8",42,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.85",45,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.9",49,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.95",57,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.975",68,"Nevada","Ensemble"
2025-11-22,"32",1,"wk inc flu hosp",2025-11-29,"quantile","0.99",83,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.01",8,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.025",10,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.05",13,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.1",16,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.15",19,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.2",23,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.25",26,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.3",28,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.35",30,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.4",32,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.45",35,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.5",38,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.55",41,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.6",43,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.65",46,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.7",49,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.75",52,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.8",57,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.85",63,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.9",70,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.95",83,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.975",90,"Nevada","Ensemble"
2025-11-22,"32",2,"wk inc flu hosp",2025-12-06,"quantile","0.99",108,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.01",9,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.025",11,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.05",14,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.1",16,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.15",20,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.2",22,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.25",30,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.3",33,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.35",37,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.4",40,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.45",46,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.5",51,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.55",54,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.6",57,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.65",61,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.7",67,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.75",73,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.8",80,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.85",89,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.9",101,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.95",117,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.975",132,"Nevada","Ensemble"
2025-11-22,"32",3,"wk inc flu hosp",2025-12-13,"quantile","0.99",145,"Nevada","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.01",0,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.025",0,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.05",0,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.1",1,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.15",2,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.2",2,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.25",2,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.3",3,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.35",3,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.4",4,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.45",4,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.5",5,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.55",5,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.6",6,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.65",7,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.7",7,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.75",7,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.8",8,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.85",8,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.9",9,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.95",11,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.975",13,"New Hampshire","Ensemble"
2025-11-22,"33",0,"wk inc flu hosp",2025-11-22,"quantile","0.99",16,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.01",0,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.025",1,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.05",1,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.1",2,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.15",2,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.2",2,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.25",3,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.3",3,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.35",4,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.4",5,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.45",5,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.5",6,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.55",7,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.6",8,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.65",9,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.7",10,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.75",11,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.8",12,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.85",14,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.9",15,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.95",19,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.975",23,"New Hampshire","Ensemble"
2025-11-22,"33",1,"wk inc flu hosp",2025-11-29,"quantile","0.99",27,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.01",1,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.025",1,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.05",1,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.1",2,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.15",2,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.2",3,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.25",5,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.3",5,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.35",6,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.4",7,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.45",7,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.5",9,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.55",10,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.6",11,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.65",12,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.7",14,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.75",16,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.8",17,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.85",20,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.9",24,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.95",29,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.975",35,"New Hampshire","Ensemble"
2025-11-22,"33",2,"wk inc flu hosp",2025-12-06,"quantile","0.99",43,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.01",0,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.025",1,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.05",2,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.1",3,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.15",3,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.2",5,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.25",7,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.3",8,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.35",9,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.4",10,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.45",11,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.5",12,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.55",13,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.6",14,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.65",16,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.7",18,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.75",20,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.8",22,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.85",25,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.9",29,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.95",37,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.975",47,"New Hampshire","Ensemble"
2025-11-22,"33",3,"wk inc flu hosp",2025-12-13,"quantile","0.99",58,"New Hampshire","Ensemble"
2025-11-22,"34",0,"wk inc flu hosp",2025-11-22,"quantile","0.01",28,"New Jersey","Ensemble"
2025-11-22,"34",0,"wk inc flu hosp",2025-11-22,"quantile","0.025",33,"New Jersey","Ensemble"
2025-11-22,"34",0,"wk inc flu hosp",2025-11-22,"quantile","0.05",36,"New Jersey","Ensemble"
2025-11-22,"34",0,"wk inc flu hosp",2025-11-22,"quantile","0.1",40,"New Jersey","Ensemble"
