"as_of","target","target_end_date","location","horizon","output_type_id","oracle_value"
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",3,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"27",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",3,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"28",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"29",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",0,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",1,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"30",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",1,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",2,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"31",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",2,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",3,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"32",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",0,"stable",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",1,"stable",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"33",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",3,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"34",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"35",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",3,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"36",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",3,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"37",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",3,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"38",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",1,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"39",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",3,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"40",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",1,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",2,"stable",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"41",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",2,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"42",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",2,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"44",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",2,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",3,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"45",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",2,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-02-22,"46",3,"increase",1
