reference_date,target,horizon,target_end_date,location,location_name,output_type,output_type_id,value
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.4,0.0026328261292727284
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.4,2.7323980231781266e-5
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.45,0.004746767744485746
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.45,0.00468842667510142
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.45,0.003560824624277944
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.45,0.0011160617581280393
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.5,0.004921363984172322
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.5,0.005012510530743118
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.5,0.0040801459096910025
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.5,0.001821908219638158
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.55,0.005045240249419614
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.55,0.005271151048076947
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.55,0.0045555489428138985
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.55,0.0024674307420314394
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.6000000000000001,0.005162635586799232
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.6000000000000001,0.00557985645883688
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.6000000000000001,0.005136952197119131
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.6000000000000001,0.0032190804028546186
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.6500000000000001,0.005292800660740484
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.6500000000000001,0.00592130558614897
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.6500000000000001,0.0057836977896531345
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.6500000000000001,0.004147659043387556
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.7000000000000001,0.005448781589872316
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.7000000000000001,0.00639526630483943
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.7000000000000001,0.006804882920361915
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.7000000000000001,0.005964778095807489
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.7500000000000001,0.005915258510152661
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.7500000000000001,0.007400161797304102
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.7500000000000001,0.008381485452534487
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.7500000000000001,0.008630796704301313
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.8,0.006011301355570465
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.8,0.007595916911082853
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.8,0.008739726373809266
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.8,0.009181449982565561
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.8500000000000001,0.006073731509935903
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.8500000000000001,0.007737463295512011
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.8500000000000001,0.009214378656551711
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.8500000000000001,0.009858747992071999
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.9000000000000001,0.0062609468870794315
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.9000000000000001,0.008124237133767701
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.9000000000000001,0.010054075825898977
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.9000000000000001,0.011292643617465039
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.95,0.00724851624435658
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.95,0.01016853610517364
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.95,0.013164339860977379
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.95,0.015685193274569104
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.975,0.008058103127608695
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.975,0.012432682815731054
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.975,0.016619603920054377
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.975,0.02004969473865656
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,13,Georgia,quantile,0.99,0.009490625456604097
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,13,Georgia,quantile,0.99,0.014988026385109961
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,13,Georgia,quantile,0.99,0.02060312469092005
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,13,Georgia,quantile,0.99,0.02485051713546988
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.01,26
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.01,0
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.01,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.01,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.025,26
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.025,0
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.025,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.025,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.05,26
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.05,0
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.05,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.05,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.1,26
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.1,0
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.1,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.1,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.15000000000000002,33
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.15000000000000002,7
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.15000000000000002,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.15000000000000002,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.2,43
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.2,22
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.2,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.2,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.25,51
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.25,35
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.25,0
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.25,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.3,56
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.3,43
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.3,13
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.3,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.35000000000000003,60
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.35000000000000003,54
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.35000000000000003,34
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.35000000000000003,0
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.4,64
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.4,64
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.4,52
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.4,19
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.45,70
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.45,80
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.45,76
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.45,55
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.5,75
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.5,91
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.5,95
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.5,90
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.55,79
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.55,97
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.55,107
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.55,105
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.6000000000000001,81
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.6000000000000001,100
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.6000000000000001,113
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.6000000000000001,113
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.6500000000000001,83
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.6500000000000001,105
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.6500000000000001,121
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.6500000000000001,124
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.7000000000000001,84
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.7000000000000001,109
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.7000000000000001,127
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.7000000000000001,135
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.7500000000000001,85
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.7500000000000001,111
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.7500000000000001,133
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.7500000000000001,145
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.8,87
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.8,114
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.8,138
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.8,154
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.8500000000000001,89
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.8500000000000001,117
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.8500000000000001,146
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.8500000000000001,170
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.9000000000000001,94
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.9000000000000001,133
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.9000000000000001,171
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.9000000000000001,207
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.95,123
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.95,197
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.95,277
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.95,334
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.975,163
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.975,314
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.975,495
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.975,696
2025-11-29,wk inc flu hosp,0,2025-11-29,13,Georgia,quantile,0.99,205
2025-11-29,wk inc flu hosp,1,2025-12-06,13,Georgia,quantile,0.99,408
2025-11-29,wk inc flu hosp,2,2025-12-13,13,Georgia,quantile,0.99,645
2025-11-29,wk inc flu hosp,3,2025-12-20,13,Georgia,quantile,0.99,915
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.01,2.78340110404785e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.025,2.78340110404785e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.05,2.78340110404785e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.1,2.78340110404785e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.15000000000000002,2.78340110404785e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.15000000000000002,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.15000000000000002,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.15000000000000002,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.2,2.78340110404785e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.2,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.2,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.2,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.25,5.371755919717705e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.25,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.25,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.25,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.3,7.526580270477546e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.3,3.037886534351037e-4
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.3,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.3,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.35000000000000003,9.627886633614519e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.35000000000000003,8.534933161038834e-4
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.35000000000000003,3.669703788505219e-4
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.35000000000000003,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.4,0.0011735349421363196
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.4,0.0011350314487301946
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.4,7.803158983203969e-4
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.4,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.45,0.001313689077598993
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.45,0.0013408804249604768
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.45,0.001076933396284219
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.45,4.1123020211068437e-4
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.5,0.0013402519291571702
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.5,0.0014869822970064585
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.5,0.0014484788036003334
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.5,9.996094299876861e-4
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.55,0.0014338857114996415
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.55,0.0016475747890986345
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.55,0.0017022954856215642
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.55,0.0014204431506526832
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.6000000000000001,0.0014882712275182354
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.6000000000000001,0.0018520123975123471
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.6000000000000001,0.0021099676171697796
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.6000000000000001,0.002091618079810587
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.6500000000000001,0.0016030176437309492
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.6500000000000001,0.0020358038967930783
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.6500000000000001,0.002363212826251331
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.6500000000000001,0.0024790756468329213
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.7000000000000001,0.0016500820816968131
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.7000000000000001,0.0021283239394072114
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.7000000000000001,0.0025079535798460274
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.7000000000000001,0.002693194448383311
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.7500000000000001,0.0017116959718335158
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.7500000000000001,0.0022276822438567837
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.7500000000000001,0.0026948817511070295
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.7500000000000001,0.0029451797435583477
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.8,0.0017397233047023585
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.8,0.002317110567630439
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.8,0.0028449695646010353
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.8,0.0032245992050398513
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.8500000000000001,0.0018977627742837568
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.8500000000000001,0.0025795562828714843
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.8500000000000001,0.0032500851963512406
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.8500000000000001,0.0038832082099644893
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.9000000000000001,0.0018977627742837568
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.9000000000000001,0.0026955255485675137
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.9000000000000001,0.003735596706799806
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.9000000000000001,0.0046341803323377345
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.95,0.002305818930105232
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.95,0.003358511069867358
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.95,0.004609802904921776
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.95,0.00588684705406557
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.975,0.004675688113715853
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.975,0.006156259436313588
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.975,0.009625933287481356
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.975,0.012514361730989814
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,19,Iowa,quantile,0.99,0.004675688113715853
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,19,Iowa,quantile,0.99,0.006156259436313588
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,19,Iowa,quantile,0.99,0.009625933287481356
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,19,Iowa,quantile,0.99,0.014505457608701075
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.01,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.025,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.05,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.1,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.15000000000000002,4
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.15000000000000002,0
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.15000000000000002,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.15000000000000002,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.2,5
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.2,0
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.2,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.2,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.25,5
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.25,1
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.25,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.25,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.3,6
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.3,3
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.3,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.3,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.35000000000000003,7
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.35000000000000003,4
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.35000000000000003,0
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.35000000000000003,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.4,7
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.4,6
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.4,2
2025-11-29,wk inc flu hosp,3,2025-12-20,19,Iowa,quantile,0.4,0
2025-11-29,wk inc flu hosp,0,2025-11-29,19,Iowa,quantile,0.45,8
2025-11-29,wk inc flu hosp,1,2025-12-06,19,Iowa,quantile,0.45,7
2025-11-29,wk inc flu hosp,2,2025-12-13,19,Iowa,quantile,0.45,4
